track_id,track_name,artist_name,year,popularity,artwork_url,album_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_url,language
1xnLKfOuOYTOTjNwEtSjbM,Nagarathey - Dance Mix,"Anirudh Ravichander, Thaman S, Vignesh Shivan, The Independeners",2024,15,https://i.scdn.co/image/ab67616d0000b27313fa74e21643bc19a5bf95ae,Nagarathey (Dance Mix),0.714,0.647,120029.0,0.941,0.0101,4.0,0.319,-5.19,0.0,0.043,114.95,4.0,0.456,https://open.spotify.com/track/1xnLKfOuOYTOTjNwEtSjbM,Tamil
7qjOhCEl3pxRjJ2mHnfGrs,"Villain Kaun Hai (From ""Leo (Hindi)"")","Anirudh Ravichander, Manisha Eerabathini, Sampath GK",2024,34,https://i.scdn.co/image/ab67616d0000b273244603c717390ddd01005f02,"Villain Kaun Hai [From ""Leo (Hindi)""]",0.28,0.684,185802.0,0.772,0.0052,7.0,0.0818,-8.282,0.0,0.0419,106.031,4.0,0.451,https://open.spotify.com/track/7qjOhCEl3pxRjJ2mHnfGrs,Hindi
1q9J80snLlKn7Vx3fH2fSk,"Villain Yaarava (From ""Leo (Kannada)"")","Anirudh Ravichander, Manisha Eerabathini, Sampath GK",2024,16,https://i.scdn.co/image/ab67616d0000b27324a9ad9f1440293539811941,"Villain Yaarava [From ""Leo (Kannada)""]",0.228,0.684,185802.0,0.765,0.0756,7.0,0.3,-8.286,0.0,0.0395,106.004,4.0,0.499,https://open.spotify.com/track/1q9J80snLlKn7Vx3fH2fSk,Malayalam
1wDc7bYRH3pKWRosvittt7,"Villain Aarada (From ""Leo (Malayalam)"")","Anirudh Ravichander, Manisha Eerabathini, Sampath GK",2024,17,https://i.scdn.co/image/ab67616d0000b2739a8fb5e237f43be99223c5b6,"Villain Aarada [From ""Leo (Malayalam)""]",0.34,0.684,185802.0,0.779,0.0608,7.0,0.113,-8.372,0.0,0.0395,106.012,4.0,0.467,https://open.spotify.com/track/1wDc7bYRH3pKWRosvittt7,Malayalam
2shaVqKT3kuqjXhXLZ2TpJ,Nagarathey - Synthwave Mix,"Anirudh Ravichander, Thaman S, Vignesh Shivan, Stan & Sam",2024,11,https://i.scdn.co/image/ab67616d0000b27304c20f6943c0071f96b30657,Nagarathey (Synthwave Mix),0.71,0.677,78558.0,0.835,0.00123,11.0,0.289,-6.054,0.0,0.0497,101.037,4.0,0.493,https://open.spotify.com/track/2shaVqKT3kuqjXhXLZ2TpJ,Tamil
0BBAcsIw7RYLtHFTNJUQFe,Knockout Song - Ambient Lofi,"Anirudh Ravichander, Madley Blues, Vignesh Shivan, Jeruson",2024,12,https://i.scdn.co/image/ab67616d0000b2738aa5c0844964536f98d5bd25,Knockout Song (Ambient Lofi),0.451,0.609,98400.0,0.491,0.0,4.0,0.111,-9.933,0.0,0.0945,99.186,4.0,0.718,https://open.spotify.com/track/0BBAcsIw7RYLtHFTNJUQFe,English
3RlVXOThaiz2QyDJbWDQf2,Theeraamal - Ambient Lofi,"Anirudh Ravichander, Ramjeevan, Karthik Netha, Jeruson",2024,9,https://i.scdn.co/image/ab67616d0000b27300fb83a247616799b5257672,Theeraamal (Ambient Lofi),0.31,0.592,101455.0,0.475,4.42e-05,3.0,0.0668,-10.5,0.0,0.0704,110.063,3.0,0.134,https://open.spotify.com/track/3RlVXOThaiz2QyDJbWDQf2,Tamil
2hS6VoXwLOsaGuWqfLEhnK,"Ezhundhu Vaa (From ""Singappenney"")","Anirudh Ravichander, Kumaran Sivamani, Vivek, Arivu",2024,22,https://i.scdn.co/image/ab67616d0000b273e62d1f6f053c0fdde4956784,Singappenney (Original Motion Picture Soundtrack),0.176,0.701,240252.0,0.894,0.0,7.0,0.174,-5.577,0.0,0.0588,119.956,4.0,0.504,https://open.spotify.com/track/2hS6VoXwLOsaGuWqfLEhnK,Tamil
4WsPsaj83s29wrtO2tpzzv,Mainaru Vetti Katti - House Mix,"Anirudh Ravichander, Dhee, Santhosh Narayanan, Muthamil, Stan & Sam",2024,9,https://i.scdn.co/image/ab67616d0000b2733bcc8dbb924ba8714c0926bc,Mainaru Vetti Katti (House Mix),0.163,0.899,75294.0,0.603,0.0,6.0,0.191,-6.63,0.0,0.296,102.063,4.0,0.517,https://open.spotify.com/track/4WsPsaj83s29wrtO2tpzzv,Tamil
5jQ44EewN4GeBXbYSMuqKU,Ummunu Irukkanum,Anirudh Ravichander,2024,16,https://i.scdn.co/image/ab67616d0000b273899654c7f01b2407aa8e67c7,Capmaari (Original Motion Picture Soundtrack),0.255,0.812,229458.0,0.688,0.0,0.0,0.0948,-6.077,0.0,0.245,99.926,4.0,0.806,https://open.spotify.com/track/5jQ44EewN4GeBXbYSMuqKU,Tamil
5eAb205VKEM3ih9tczeHBu,"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2024,3,https://i.scdn.co/image/ab67616d0000b273794f4f781228ff826c27f873,Tamil Melody Hits,0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,https://open.spotify.com/track/5eAb205VKEM3ih9tczeHBu,Tamil
4fFvmbeFV8wb2HOn1x1Ujf,Chaleya Remix,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Hermus, Kumaar",2024,7,https://i.scdn.co/image/ab67616d0000b2733755b235918a3e4ab71d7c5e,Chaleya Remix,0.0102,0.711,267199.0,0.7,0.266,9.0,0.0475,-6.213,0.0,0.0311,110.014,4.0,0.174,https://open.spotify.com/track/4fFvmbeFV8wb2HOn1x1Ujf,Tamil
1LGooxmzSHPA44Q6zTJCkE,Nagarathey - Ambient Lofi,"Anirudh Ravichander, Thaman S, Vignesh Shivan, Jeruson",2024,5,https://i.scdn.co/image/ab67616d0000b27345d978d2f74f9da6f4b68c89,Nagarathey (Ambient Lofi),0.64,0.533,101339.0,0.497,0.0,11.0,0.102,-10.565,0.0,0.0473,84.988,4.0,0.55,https://open.spotify.com/track/1LGooxmzSHPA44Q6zTJCkE,Tamil
5V6biWKcLdnynRznXQcfFr,Marakkavillayae(Jersey),Anirudh Ravichander,2024,1,https://i.scdn.co/image/ab67616d0000b2731f3d5c952d87dbf3be54c63a,Tamil Romantic Hits,0.139,0.403,237067.0,0.715,0.0,2.0,0.26,-4.68,1.0,0.0456,157.767,4.0,0.3,https://open.spotify.com/track/5V6biWKcLdnynRznXQcfFr,Tamil
34KwJn26xRGfamhNmzP5DV,Adhento Gaani Vunnapaatuga(Jersey),Anirudh Ravichander,2024,0,https://i.scdn.co/image/ab67616d0000b273c17c341bb1d4f1b0fe963b2b,Telugu Romantic Hits,0.123,0.468,237065.0,0.725,0.0,2.0,0.193,-5.103,1.0,0.0447,79.024,4.0,0.316,https://open.spotify.com/track/34KwJn26xRGfamhNmzP5DV,Telugu
1AcXWxOv26Z0SuoEoUixfq,Yelo Pullelo,Anirudh Ravichander,2024,0,https://i.scdn.co/image/ab67616d0000b2736e89960ef135d6398696385f,Tamil Dance Hits,0.0212,0.763,205985.0,0.676,0.0,11.0,0.155,-5.352,0.0,0.0539,133.998,4.0,0.727,https://open.spotify.com/track/1AcXWxOv26Z0SuoEoUixfq,Tamil
2Fq1Y8X5dQ35DJObdL8HRJ,"Vandha Edam (From ""Jawan"")",Anirudh Ravichander,2024,0,https://i.scdn.co/image/ab67616d0000b2737e6b2e4345c9602f873f6f08,Vacation Vibes,0.00543,0.653,252800.0,0.898,6.86e-06,1.0,0.11,-5.07,1.0,0.167,150.034,4.0,0.299,https://open.spotify.com/track/2Fq1Y8X5dQ35DJObdL8HRJ,Tamil
35Engc1jiF01hCZ3U5lJPG,"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2024,0,https://i.scdn.co/image/ab67616d0000b2737e6b2e4345c9602f873f6f08,Vacation Vibes,0.0252,0.481,202556.0,0.891,1.3e-06,10.0,0.301,-5.407,0.0,0.0986,132.898,4.0,0.278,https://open.spotify.com/track/35Engc1jiF01hCZ3U5lJPG,Tamil
2nNdxaWzV7SZTRlVlJ9DxN,"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2024,0,https://i.scdn.co/image/ab67616d0000b2732b4e562c306f5c4a6255601b,Tollywood Relaxation Radio,0.0283,0.703,202556.0,0.907,1.07e-06,10.0,0.301,-5.157,0.0,0.0616,99.687,1.0,0.263,https://open.spotify.com/track/2nNdxaWzV7SZTRlVlJ9DxN,Tamil
4q1JSKF0EPXwVm1GP80U0y,"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2024,0,https://i.scdn.co/image/ab67616d0000b273e68305aabc23b0cbcade52a5,Moonlit Melodies Valentine's Day Special,0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,https://open.spotify.com/track/4q1JSKF0EPXwVm1GP80U0y,Tamil
5NLeBVbZQzYsyw4lJjV44L,"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2024,0,https://i.scdn.co/image/ab67616d0000b2737aceca27507436e67a5dc8fe,Holi Non Stop Dhamaka Hits,0.0283,0.703,202556.0,0.907,1.07e-06,10.0,0.301,-5.157,0.0,0.0616,99.687,1.0,0.263,https://open.spotify.com/track/5NLeBVbZQzYsyw4lJjV44L,Tamil
7BjYqaZQn9Kr6NMy20RKtY,"Kadhal Psycho (From ""Saaho"")","Anirudh Ravichander, Dhvani Bhanushali, Tanishk Bagchi",2024,0,https://i.scdn.co/image/ab67616d0000b2737e7ec6ed442c8edc1a979bb7,Sankranti Special Evergreen Superhit Songs,0.0493,0.904,166372.0,0.749,0.000294,10.0,0.0637,-2.592,0.0,0.064,95.075,4.0,0.772,https://open.spotify.com/track/7BjYqaZQn9Kr6NMy20RKtY,Tamil
0Ta7doqr5ggK7ejUI6yRO9,"Dhumme Dhulipelaa (From ""Jawan"")",Anirudh Ravichander,2024,0,https://i.scdn.co/image/ab67616d0000b2737aceca27507436e67a5dc8fe,Holi Non Stop Dhamaka Hits,0.00705,0.641,252800.0,0.893,1.93e-05,1.0,0.111,-5.14,1.0,0.164,150.047,4.0,0.236,https://open.spotify.com/track/0Ta7doqr5ggK7ejUI6yRO9,Tamil
2aOto0OpJkJrYbUweob0lB,"Vandha Edam (From ""Jawan"")",Anirudh Ravichander,2024,0,https://i.scdn.co/image/ab67616d0000b273cb83e554e91fe215f4c734fb,2023 Rewind Hits,0.00543,0.653,252800.0,0.898,6.86e-06,1.0,0.11,-5.07,1.0,0.167,150.034,4.0,0.299,https://open.spotify.com/track/2aOto0OpJkJrYbUweob0lB,Tamil
0F1eDZkMHKhGeEMvDq4uu5,"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2024,0,https://i.scdn.co/image/ab67616d0000b2737e7ec6ed442c8edc1a979bb7,Sankranti Special Evergreen Superhit Songs,0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,https://open.spotify.com/track/0F1eDZkMHKhGeEMvDq4uu5,Tamil
5mEOTjoYTQCHhfFXgHOMRK,"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2024,1,https://i.scdn.co/image/ab67616d0000b27337741b65a8a06f00ed7f6a76,Kollywood Heroin's Special,0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,https://open.spotify.com/track/5mEOTjoYTQCHhfFXgHOMRK,Tamil
0s4WppOva3hpaQoYEgNObn,"Sanchari (From ""Radhe Shyam"")",Anirudh Ravichander,2024,0,https://i.scdn.co/image/ab67616d0000b2730341a4d25ae5bf1786f90693,Lyricist Krishna Kanth Birthday Hits,0.347,0.689,268000.0,0.534,3.83e-05,11.0,0.137,-9.132,1.0,0.0387,122.014,4.0,0.278,https://open.spotify.com/track/0s4WppOva3hpaQoYEgNObn,Tamil
4TMaJHZPugXuxsMphw0zsb,"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Sreerama Chandra, Rakshita Suresh",2024,0,https://i.scdn.co/image/ab67616d0000b273fd6746306245e2fdf8a40bb4,Sankranti Pandem Kollu,0.0283,0.703,202556.0,0.907,1.07e-06,10.0,0.301,-5.157,0.0,0.0616,99.687,1.0,0.263,https://open.spotify.com/track/4TMaJHZPugXuxsMphw0zsb,Tamil
3xMHXmedL5Rvfxmiar9Ryv,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",2023,76,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b,Jawan,0.393,0.575,200374.0,0.845,0.0107,0.0,0.131,-5.28,1.0,0.0852,95.047,4.0,0.439,https://open.spotify.com/track/3xMHXmedL5Rvfxmiar9Ryv,Tamil
4nc6XiUze2Yh7wFueGOPv7,"Chaleya (From ""Jawan"")","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",2023,77,https://i.scdn.co/image/ab67616d0000b27360dbbb589dff0c57a3a4ffb2,"Chaleya (From ""Jawan"")",0.393,0.575,200374.0,0.845,0.0107,0.0,0.131,-5.28,1.0,0.0852,95.047,4.0,0.439,https://open.spotify.com/track/4nc6XiUze2Yh7wFueGOPv7,Tamil
6FahmzZYKH0zb2f9hrVsvw,"Ordinary Person (From ""Leo"")","Anirudh Ravichander, Nikhita Gandhi",2023,71,https://i.scdn.co/image/ab67616d0000b27329369874cd836dc35a40a980,"Ordinary Person (From ""Leo"")",0.00196,0.724,139200.0,0.851,0.038,4.0,0.0513,-6.068,0.0,0.0297,99.998,4.0,0.81,https://open.spotify.com/track/6FahmzZYKH0zb2f9hrVsvw,Tamil
5DgY6Ab0vpyUMKnY9ubFOF,Hukum - Thalaivar Alappara,"Anirudh Ravichander, Super Subu",2023,68,https://i.scdn.co/image/ab67616d0000b2736d7009c6abdb966deac1fa86,Jailer (Original Motion Picture Soundtrack),0.102,0.723,207647.0,0.892,0.0,2.0,0.146,-5.758,1.0,0.164,101.996,4.0,0.533,https://open.spotify.com/track/5DgY6Ab0vpyUMKnY9ubFOF,Tamil
6aQIGqAo9PxRKjUkhYtR6R,"Hayyoda (From ""Jawan"")","Anirudh Ravichander, Priya Mali",2023,70,https://i.scdn.co/image/ab67616d0000b2731f00279071cc1ef6149a32be,"Hayyoda (From ""Jawan"")",0.497,0.576,200142.0,0.841,0.00559,0.0,0.178,-5.428,1.0,0.0773,95.149,4.0,0.457,https://open.spotify.com/track/6aQIGqAo9PxRKjUkhYtR6R,Tamil
1B02UI29t3PTh3m98absaP,"Naa Ready (From ""Leo"")","Anirudh Ravichander, Thalapathy Vijay, Asal Kolaar",2023,71,https://i.scdn.co/image/ab67616d0000b27322184598701ab40d70bf75a1,"Naa Ready (From ""Leo"")",0.081,0.726,248182.0,0.805,0.00784,1.0,0.0318,-5.576,1.0,0.153,87.956,4.0,0.572,https://open.spotify.com/track/1B02UI29t3PTh3m98absaP,Tamil
32qnBgfzURbwNayQIEB5W5,"Badass (From ""Leo"")",Anirudh Ravichander,2023,71,https://i.scdn.co/image/ab67616d0000b273c812fd378635732ad755733d,"Badass (From ""Leo"")",0.00735,0.623,229677.0,0.872,0.0,6.0,0.378,-5.192,1.0,0.0817,93.019,4.0,0.545,https://open.spotify.com/track/32qnBgfzURbwNayQIEB5W5,Tamil
5inzjqKe05zP1eInEO8O1i,Not Ramaiya Vastavaiya,"Anirudh Ravichander, Vishal Dadlani, Shilpa Rao, Kumaar",2023,62,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b,Jawan,0.0387,0.498,202556.0,0.907,0.0,10.0,0.303,-5.165,0.0,0.0972,132.864,4.0,0.215,https://open.spotify.com/track/5inzjqKe05zP1eInEO8O1i,Tamil
5OxVOeYmIzelfupJtq1X6G,Lokiverse 2.0,Anirudh Ravichander,2023,65,https://i.scdn.co/image/ab67616d0000b273673ab538ce01ec876ea0bc31,Leo (Original Motion Picture Soundtrack),0.00069,0.641,114194.0,0.782,0.652,1.0,0.0767,-6.228,1.0,0.0456,93.006,4.0,0.376,https://open.spotify.com/track/5OxVOeYmIzelfupJtq1X6G,Tamil
3M9G4jJAgDLB9ycinua8Wo,"Kaavaalaa (From ""Jailer"")","Anirudh Ravichander, Shilpa Rao, Arunraja Kamaraj",2023,68,https://i.scdn.co/image/ab67616d0000b273ac515af787eb2080c7a0b129,"Kaavaalaa (From ""Jailer"")",0.0386,0.844,190909.0,0.759,0.0731,11.0,0.0813,-6.829,0.0,0.0498,131.913,4.0,0.479,https://open.spotify.com/track/3M9G4jJAgDLB9ycinua8Wo,Tamil
0bq1DsWLC4glKh9etnmalg,"Not Ramaiya Vastavaiya (From ""Jawan"")","Anirudh Ravichander, Vishal Dadlani, Shilpa Rao, Kumaar",2023,56,https://i.scdn.co/image/ab67616d0000b2736f05ba9f714ab37d7e908d54,"Not Ramaiya Vastavaiya (From ""Jawan"")",0.0387,0.498,202556.0,0.907,0.0,10.0,0.303,-5.165,0.0,0.0972,132.864,4.0,0.215,https://open.spotify.com/track/0bq1DsWLC4glKh9etnmalg,Tamil
23y8MwhdvbSalGitHeokpk,Badass,Anirudh Ravichander,2023,59,https://i.scdn.co/image/ab67616d0000b273673ab538ce01ec876ea0bc31,Leo (Original Motion Picture Soundtrack),0.00735,0.623,229677.0,0.872,0.0,6.0,0.378,-5.192,1.0,0.0817,93.019,4.0,0.545,https://open.spotify.com/track/23y8MwhdvbSalGitHeokpk,Tamil
13ZISM2bmrMBCRlMzl669x,Naa Ready,"Anirudh Ravichander, Thalapathy Vijay, Asal Kolaar",2023,60,https://i.scdn.co/image/ab67616d0000b273673ab538ce01ec876ea0bc31,Leo (Original Motion Picture Soundtrack),0.081,0.726,248182.0,0.805,0.00784,1.0,0.0318,-5.576,1.0,0.153,87.956,4.0,0.572,https://open.spotify.com/track/13ZISM2bmrMBCRlMzl669x,Tamil
4nrIa48GgXzNks6NvqVIOX,Jujubee,"Anirudh Ravichander, Dhee, Ananthakrrishnan, Super Subu",2023,62,https://i.scdn.co/image/ab67616d0000b2736d7009c6abdb966deac1fa86,Jailer (Original Motion Picture Soundtrack),0.249,0.653,167273.0,0.831,0.187,1.0,0.0755,-4.267,1.0,0.199,198.032,4.0,0.541,https://open.spotify.com/track/4nrIa48GgXzNks6NvqVIOX,Tamil
3pDbPKZHrpHAWcJVMsrNwA,"Hukum - Thalaivar Alappara (From ""Jailer"")","Anirudh Ravichander, Super Subu",2023,68,https://i.scdn.co/image/ab67616d0000b273915c0a9491052bebed419720,"Hukum - Thalaivar Alappara (From ""Jailer"")",0.102,0.723,207647.0,0.892,0.0,2.0,0.146,-5.758,1.0,0.164,101.996,4.0,0.533,https://open.spotify.com/track/3pDbPKZHrpHAWcJVMsrNwA,Tamil
1cPDOeVdALLjj4erFPiuqW,Kaavaalaa,"Anirudh Ravichander, Shilpa Rao, Arunraja Kamaraj",2023,58,https://i.scdn.co/image/ab67616d0000b2736d7009c6abdb966deac1fa86,Jailer (Original Motion Picture Soundtrack),0.0386,0.844,190909.0,0.759,0.0731,11.0,0.0813,-6.829,0.0,0.0498,131.913,4.0,0.479,https://open.spotify.com/track/1cPDOeVdALLjj4erFPiuqW,Tamil
3l198ZkmLWrHYL3WXTOoep,"Anbenum (From ""Leo"")","Anirudh Ravichander, Lothika",2023,66,https://i.scdn.co/image/ab67616d0000b2739ff5d748dd139e1cd1eb4d94,"Anbenum (From ""Leo"")",0.744,0.272,214330.0,0.551,0.0157,5.0,0.0919,-12.316,1.0,0.0486,167.495,4.0,0.406,https://open.spotify.com/track/3l198ZkmLWrHYL3WXTOoep,Tamil
2kvn37700jHPUsRaAbVBFk,Mainaru Vetti Katti,"Anirudh Ravichander, Dhee, Muthamil",2023,51,https://i.scdn.co/image/ab67616d0000b273ebed28e4a298978daa72375c,Dasara (Original Motion Picture Soundtrack),0.444,0.872,203053.0,0.559,0.0,6.0,0.0442,-4.166,0.0,0.237,95.042,4.0,0.807,https://open.spotify.com/track/2kvn37700jHPUsRaAbVBFk,Tamil
6vPFDbyzSYWAL7r3Waa7BZ,"I'm Scared (From ""Leo"")",Anirudh Ravichander,2023,65,https://i.scdn.co/image/ab67616d0000b27335927e8c4a4dfb13b844f7f6,"I'm Scared (From ""Leo"")",0.00454,0.83,145641.0,0.658,0.18,1.0,0.0689,-8.794,1.0,0.102,116.97,4.0,0.243,https://open.spotify.com/track/6vPFDbyzSYWAL7r3Waa7BZ,Tamil
7md45nnXkzhX7OUKplETQ2,Zinda Banda,"Anirudh Ravichander, Irshad Kamil",2023,55,https://i.scdn.co/image/ab67616d0000b273e452a6e11147f3e56aee6f5b,Jawan,0.00785,0.613,264000.0,0.881,2.91e-06,10.0,0.155,-5.974,0.0,0.249,149.978,4.0,0.235,https://open.spotify.com/track/7md45nnXkzhX7OUKplETQ2,Tamil
58clncAcNFhSh5ERdonnCp,"Ratata (From ""Leo"")",Anirudh Ravichander,2023,61,https://i.scdn.co/image/ab67616d0000b2734ee83b1e826a34b795799e13,"Ratata (From ""Leo"")",0.000203,0.489,131613.0,0.862,0.781,1.0,0.239,-7.165,1.0,0.0453,93.067,4.0,0.412,https://open.spotify.com/track/58clncAcNFhSh5ERdonnCp,Tamil
4QROxOGtSMviE3NydK7Hpo,"Yennai Maatrum Kadhale (From ""Naanum Rowdy Dhaan"")","Anirudh Ravichander, Vignesh Shivan, Sid Sriram",2023,64,https://i.scdn.co/image/ab67616d0000b273e3cd335d76285fda6ca2c7e6,Rockstar Anirudh Special,0.464,0.462,274678.0,0.757,0.0,7.0,0.127,-8.052,1.0,0.102,112.483,3.0,0.431,https://open.spotify.com/track/4QROxOGtSMviE3NydK7Hpo,Tamil
3Oh1zx6YSpHMk7R4grBIiI,Thangamey,Anirudh Ravichander,2023,61,https://i.scdn.co/image/ab67616d0000b273e3cd335d76285fda6ca2c7e6,Rockstar Anirudh Special,0.432,0.571,262540.0,0.901,0.0,2.0,0.279,-6.571,1.0,0.0758,99.929,4.0,0.615,https://open.spotify.com/track/3Oh1zx6YSpHMk7R4grBIiI,Tamil
4tzx5af2qpwgyjG6JQGthj,"Zinda Banda (From ""Jawan"")","Anirudh Ravichander, Irshad Kamil",2023,55,https://i.scdn.co/image/ab67616d0000b273ba6042c947642a3add33c36c,"Zinda Banda (From ""Jawan"")",0.00785,0.613,264000.0,0.881,2.91e-06,10.0,0.155,-5.974,0.0,0.249,149.978,4.0,0.235,https://open.spotify.com/track/4tzx5af2qpwgyjG6JQGthj,Tamil
